,code,hwlwmc,spfwfljc,desc
1,1000000000000000000,货物,货物,
2,1010000000000000000,农、林、牧、渔业类产品,农产品,
3,1010100000000000000,农业产品,农业产品,
4,1010101000000000000,谷物,谷物,包括稻谷、小麦、玉米、谷子、高粱、大麦、燕麦、黑麦、荞麦、其他谷物，不包括种用谷物（详见101011901）。
5,1010101010000000000,稻谷,谷物,包括早籼稻、晚籼稻、中籼稻、粳稻、糯稻、其他稻谷。
6,1010101020000000000,小麦,谷物,包括硬质小麦、软质小麦、其他小麦。
7,1010101030000000000,玉米,谷物,包括白玉米、黄玉米、糯玉米、甜玉米、其他玉米。
8,1010101040000000000,谷子,谷物,包括硬谷子、糯谷子、其他谷子。
9,1010101050000000000,高粱,谷物,包括红粒高粱、白粒高粱、糯高粱、其他高粱。
10,1010101060000000000,大麦,谷物,包括裸大麦、皮大麦。
11,1010101070000000000,燕麦,谷物,包括裸燕麦、皮燕麦。
12,1010101080000000000,黑麦,谷物,
13,1010101090000000000,荞麦,谷物,包括甜荞麦、苦荞麦。
14,1010101990000000000,其他谷物,谷物,包括糜子（硬糜子、糯糜子）、紫米、薏苡等。
15,1010102000000000000,薯类,薯类,包括马铃薯、木薯、甘薯、其他薯类，不包括种用薯类（详见101011902）。
16,1010102010000000000,马铃薯,薯类,又称土豆、山药蛋。
17,1010102020000000000,木薯,薯类,包括鲜木薯、木薯干、其他木薯。
18,1010102030000000000,甘薯,薯类,又称红薯、白薯、地瓜、番薯、包括甘薯干、其他鲜甘薯。
19,1010102990000000000,其他薯类,薯类,指其他未列明薯类。
20,1010103000000000000,油料作物,油料,包括花生、油菜籽、芝麻、其他油料，不包括种用油料（详见101011903）。
21,1010103010000000000,花生,油料,包括带壳花生、花生仁。
22,1010103020000000000,油菜籽,油料,包括双低油菜籽（指低硫苷、低芥酸油菜籽）、其他油菜籽。
23,1010103030000000000,芝麻,油料,包括白芝麻、黑芝麻、黄芝麻。
24,1010103990000000000,其他油料,油料,其他含油子仁及果实，如胡麻籽、棉籽、蓖麻籽、芥子、红花籽、油棕果及油棕仁、罂粟子、油橄榄果、油茶籽（油料）等。
25,1010104000000000000,干豆类,干豆,指脱荚的干豆；带荚的鲜豆列入蔬菜中。包括大豆、绿豆、其他杂豆、但不包括种用豆类（详见101011904）。
26,1010104010000000000,大豆,干豆,包括黄大豆、黑大豆、青大豆、褐红大豆、双青豆、青仁乌豆、小黑豆、其他大豆。
27,1010104020000000000,绿豆,干豆,包括明绿豆、毛绿豆。
28,1010104990000000000,其他杂豆,干豆,其他杂豆、包括小豆、干豌豆、小扁豆、干蚕豆、芸豆、饭豆、干豇豆、鹰嘴豆、其他杂豆，但不包括种用其他杂豆（详见101011904）。
29,1010105000000000000,棉花,棉花,不论是否轧过、具体包括籽棉、皮棉（细绒棉皮棉、长绒棉皮棉）、其他棉花。
30,1010106000000000000,生麻,生麻,包括生亚麻、生苎麻、生黄红麻、生线麻、生苘麻、生大麻、生剑麻、其他生麻。
31,1010107000000000000,糖料,糖料,包括甘蔗、甜菜、其他糖料。
32,1010107010000000000,甘蔗,糖料,
33,1010107020000000000,甜菜,糖料,
34,1010107990000000000,其他糖料,糖料,
35,1010108000000000000,未加工烟草,烟草,指未去梗的烟草，包括未去梗烤烟叶、未去梗晒烟叶、未去梗晾烟叶、未去梗白肋烟、其他未加工烟草。
36,1010108010000000000,未去梗烤烟叶,烟草,指初烤未去梗烤烟叶，不包括复烤烟叶（详见1030401）。
37,1010108990000000000,其他未加工烟草,烟草,指其他未加工烟草，包括未去梗晒烟叶、未去梗晾烟叶、未去梗白肋烟、其他未加工烟草。
38,1010109000000000000,饲料作物,饲料作物,包括苜蓿、青饲料、饲料牧草、其他饲料作物，不包括种用饲料作物（详见101011905）。
39,1010109010000000000,饲料牧草,饲料作物,包括苜蓿干草、羊草、沙打旺、其他饲料牧草。
40,1010109990000000000,其他饲料作物,饲料作物,包括青饲料、其他饲料作物。
41,1010110000000000000,水生植物类,水生植物,包括芦苇、席草、苇子、莲子、蒲草、慈姑、其他水生植物类。
42,1010111000000000000,农作物副产品,农副产品,包括红黑瓜籽、园参籽、作物茎（秆、根）、其他农作物副产品。
43,1010111010000000000,作物茎、秆、根,农副产品,包括稻草、麦秸、谷壳、谷子秸、玉米秸、高粱秸、薯藤、大豆秸、花生蔓、油菜籽秆、芝麻秆、向日葵秆、棉花秆、麻秆、烟秆、其他作物茎、杆、根。
44,1010111990000000000,其他农作物副产品,农副产品,包括红黑瓜籽、园参籽等。
45,1010112000000000000,蔬菜及食用菌,蔬菜及食用菌,包括萝卜等根菜类蔬菜、山药等薯芋类蔬菜、葱蒜类蔬菜、白菜类蔬菜、芥菜类蔬菜、甘蓝类蔬菜、芹菜叶菜类蔬菜、瓜类蔬菜、番茄等茄果类蔬菜、菜豆等豆类蔬菜、莲藕等水生蔬菜、竹笋等多年生及杂类蔬菜、香菇等食用菌、绿豆芽等芽苗菜、其他蔬菜。不包括蔬菜籽（详见01011906）。
46,1010112010000000000,萝卜等根菜类蔬菜,蔬菜,包括萝卜（别名：葖、芦菔、莱菔）、胡萝卜（别名：红萝卜、黄萝卜、丁香萝卜、药性萝卜、番萝卜）、芜菁（别名：蔓菁、圆根、盘菜）、芜菁甘蓝（别名：洋蔓菁、洋疙瘩、洋大头菜）、根菾菜（别名：红菜头、紫菜头）、美洲防风（别名：欧防风芹菜萝卜、蒲芹萝卜）、牛蒡（别名：东洋萝卜、蝙蝠刺、大力子）、根芹菜（别名：根洋芹菜、球根塘蒿）、婆罗门参（别名：西洋牛蒡、蒜叶婆罗门参）、山葵）、黑婆罗门参（别名：菊牛蒡、鸦葱）。
47,1010112020000000000,山药等薯芋类蔬菜,蔬菜,包括姜（别名：生姜、黄姜）、芋（别名：芋头、芋艿、毛芋）、魔芋（别名：磨芋、蒟蒻）、山药（别名：薯蓣、白苕、脚板苕、山薯、大薯、佛掌薯）、豆薯（别名：地瓜、凉薯、沙葛、新罗葛）、葛、菊芋（别名：洋姜、鬼子姜）、菜用土圞儿（别名：香芋、美洲土圞儿）、蕉芋（别名：蕉藕、姜芋、食用美人蕉、食用莲蕉）、草石蚕（别名：螺丝菜、宝塔菜、甘露儿、地蚕）。不包括马铃薯（详见101010201）、甘薯（详见101010203）。
48,1010112030000000000,葱蒜类蔬菜,蔬菜,包括韭（别名：草钟乳、起阳草、懒人菜、韭黄）、大葱（别名：木葱、汉葱）、洋葱（别名：葱头、圆葱）、大蒜（别名：胡蒜、蒜）、蒜薹（别名：蒜苔）、蒜苗（别名：蒜黄、青蒜）、分葱（别名：四季葱、菜葱、冬葱）、胡葱（别名：蒜头葱、瓣子葱、火葱、肉葱）、细香葱（别名：四季葱、香葱、蝦夷葱）、韭葱（别名：扁葱、扁叶葱、洋蒜苗）、楼葱（别名：龙爪葱、龙角葱）、蕹（别名：藠头、藠子、莱芝）。
49,1010112040000000000,白菜类蔬菜,蔬菜,包括大白菜（别名：结球白菜、黄芽菜、包心白菜）、普通白菜（别名：白菜、小白菜、青菜、油菜）、乌塌菜（别名：榻菜、塌棵菜、榻地菘、黑菜）、菜薹（别名：菜心、绿菜薹、菜尖）、薹菜、紫菜薹（别名：红菜薹）。
50,1010112050000000000,芥菜类蔬菜,蔬菜,包括茎芥（别名：茎瘤芥、青菜头、菜头、包包菜、羊角菜、菱角菜、抱子芥、儿菜、娃娃菜、笋子芥、棒菜）、叶芥（别名：青菜、苦菜、春菜、辣菜、雪里蕻）、根芥（别名：辣疙瘩、冲菜、芥头、大头菜、疙瘩菜）、薹芥。
51,1010112060000000000,甘蓝类蔬菜,蔬菜,包括结球甘蓝（别名：洋白菜、卷心菜、包心菜、椰菜、莲花白、包包白、圆白菜、茴子白）、球茎甘蓝（别名：苤蓝、菘、玉蔓菁、芥蓝头、擘蓝）、花椰菜（别名：花菜、菜花）、青花菜（别名：木立花椰菜、意大利花椰菜、嫩茎花椰菜、绿菜花、西兰花）、芥蓝（别名：白花芥蓝）、抱子甘蓝（别名：芽甘蓝、子持甘蓝）、羽衣甘蓝（别名：绿叶甘蓝、菜用羽衣甘蓝、叶牡丹、花包菜）。
52,1010112070000000000,芹菜等叶菜类蔬菜,蔬菜,包括菠菜（别名：菠稜菜、赤根菜、角菜、波斯草）、莴苣（别名：千金菜、莴笋、生菜、青笋、莴苣笋、莴菜、油麦菜、莜麦菜）、芹菜（别名：芹、药芹、苦堇、堇葵、堇菜、旱芹）、蕹菜（别名：空心菜、竹叶菜、通菜、藤菜、蓊菜）、苋菜（别名：米苋、赤苋、刺苋、青香苋、苋）、叶菾菜（别名：莙荙菜、牛皮菜、厚皮菜、光菜、叶甜菜）、菊苣（别名：欧洲菊苣、苞菜、吉康菜、法国莒荬菜）、冬寒菜（别名：冬苋菜、冬葵、葵菜、滑肠菜）、落葵（别名：木耳菜、软浆叶、软姜子、染浆叶、胭脂豆、豆腐菜、藤菜、紫果菜）、茼蒿（别名：蒿子秆、大叶茼蒿、蓬蒿、春菊）、芫荽（别名：香菜、胡荽、香荽）、茴香（别名：小茴香、香丝菜、结球茴香、鲜茎茴香、甜茴香）、菊花脑（别名：菊花叶、黄菊籽、路边黄、黄菊仔）、荠菜（别名：护生草、菱角菜、地米草、扇子草）、菜苜蓿（别名：草头、金花菜、黄花苜蓿、刺苜蓿、南苜蓿、黄花草子）、番杏（别名：新西兰菠菜、洋菠菜、夏菠菜、白番苋、海滨莴苣、宾菜、蔓菜）、苦苣（别名：花叶生菜、花苣）、紫背天葵（别名：血皮菜、紫背菜、红凤菜、观音苋、双色三七草）、罗勒（别名：毛罗勒、九层塔、零陵香、兰香草、光明子、省头草）、马齿苋（别名：马齿菜、长命菜、五行草、瓜子菜、马蛇子菜）、紫苏（别名：荏、赤苏、白苏、香苏、苏叶、桂荏、回回苏）、榆钱菠菜（别名：食用滨藜、洋菠菜、山菠菜、山菠薐草）、薄荷（别名：山野薄荷、蕃荷菜）、莳萝（别名：土茴香、草茴香、小茴香）、鸭儿芹（别名：鸭脚板、三叶芹、山芹菜、野蜀葵、三蜀葵、水芹菜）、蕺菜（别名：鱼腥草、蕺儿根、侧耳根、狗帖耳、鱼鳞草、菹菜）、蒲公英（别名：黄花苗、黄花地丁、婆婆丁、蒲公草）、马兰（别名：马兰头、红梗菜、紫菊、田边菊、马兰菊、鸡儿肠、竹节草）、香芹菜（别名：荷兰芹、洋芫荽、欧芹、法国香菜、旱芹菜）、珍珠菜（别名：角菜、白苞蒿、山芹菜、珍珠花菜、甜菜子、鸭脚艾、乳白艾）。
53,1010112080000000000,瓜类蔬菜,蔬菜,包括黄瓜（别名：王瓜、胡瓜）、冬瓜（别名：东瓜）、节瓜（别名：毛瓜）、南瓜（别名：中国南瓜、倭瓜、番瓜、饭瓜）、笋瓜（别名：印度南瓜、玉瓜、北瓜）、西葫芦（别名：美洲南瓜、蔓瓜、白瓜、香瓜）、越瓜（别名：白瓜、脆瓜、酥瓜、梢瓜）、菜瓜（别名：蛇甜瓜、老羊瓜、酱瓜）、丝瓜（别名：圆筒丝瓜、蛮瓜、水瓜、棱角丝瓜、胜瓜）、苦瓜（别名：凉瓜）、瓠瓜（别名：扁蒲、葫芦、蒲瓜、夜开花、瓠子）、佛手瓜（别名：洋丝瓜、合掌瓜、菜肴梨、瓦瓜、万年瓜、拳头瓜）、蛇瓜（别名：蛇豆、蛇丝瓜、长豆角）。
54,1010112090000000000,番茄等茄果类蔬菜,蔬菜,包括番茄（别名：西红柿、番柿、柿子、洋柿子）、茄子（别名：落苏）、辣椒（别名：海椒、辣子、辣角、番椒）、青椒（别名：大椒、灯笼椒、柿子椒、彩色甜椒、甜椒）、酸浆（别名：红姑娘、洋姑娘、灯笼草、洛神珠）。
55,1010112100000000000,菜豆等豆类蔬菜,蔬菜,包括菜豆（别名：四季豆、芸豆、芸扁豆、豆角、刀豆、敏豆、玉豆、油豆）、长豇豆（别名：长豆角、豆角、带豆、裙带豆）、菜用大豆（别名：毛豆、枝豆）、豌豆（别名：青斑豆、麻豆、青小豆、荷兰豆、淮豆、留豆、金豆、麦豆、回回豆、甜豌豆）、蚕豆（别名：胡豆、佛豆、寒豆、罗汉豆）、扁豆（别名：峨眉豆、沿篱豆、眉豆、肉豆、龙爪豆）、莱豆（别名：金甲豆、科马豆、荷豆、玉豆、雪豆、洋扁豆、白豆、状元豆、棉豆、荷包豆）、刀豆（别名：大刀豆、关刀豆、洋刀豆）、多花菜豆（别名：红花菜豆、大白芸豆、大花芸豆、看花豆）、四棱豆（别名：翼豆、翅豆、四角豆、杨桃豆、热带大豆、四稔豆）、藜豆（别名：黧豆、黎豆、猫猫豆、毛毛豆、毛胡豆、毛狗豆、小狗豆、狸豆、八升豆、狗爪豆）。不包括干豆类（详见1010104）。
56,1010112110000000000,莲藕等水生蔬菜,蔬菜,包括莲藕（别名：莲、藕、荷）、茭白（别名：茭瓜、茭笋、菰首）、慈姑（别名：剪刀草、燕尾草）、水芹（别名：刀芹、楚葵、蜀芹、紫堇、蕲）、荸荠（别名：马蹄、地栗、乌芋、凫茈）、菱（别名：菱角、龙角、水栗）、豆瓣菜（别名：西洋菜、水田芥、水蔊菜）、芡实（别名：鸡头米、鸡头、水底黄蜂）、莼菜（别名：马蹄草、水葵、水荷叶、湖菜、露葵）、蒲菜（别名：香蒲、甘蒲）、海带（别名：江白菜、昆布）、紫菜。
57,1010112120000000000,竹笋等多年生及杂类蔬菜,蔬菜,包括笋用竹（别名：竹笋）、芦笋（别名：石刁柏、龙须菜）、黄花菜（别名：萱草、金针菜）、百合（别名：夜合、中篷花）、香椿（别名：香椿树、红椿、椿花、椿甜树）、枸杞（别名：枸杞菜、枸杞头、枸杞芽）、蘘荷（别名：阳霍、野姜、蘘草、茗荷、苴蓴）、菜蓟（别名：朝鲜蓟、洋蓟、荷兰百合、法国百合）、辣根（别名：西洋山萮菜、山葵萝卜）、食用大黄（别名：原叶大黄、圆叶大黄）、黄秋葵（别名：秋葵、羊角豆）、桔梗（别名：地参、四叶菜、绿花根、铃铛花、沙油菜、梗草、道拉基）、蕨（别名：蕨菜、蕨苔、龙头菜、蕨儿菜鹿蕨菜）、乾苔（别名：发菜、头发菜、石发）、蒌蒿（别名：芦蒿、水蒿、香艾蒿、小艾、水艾）、薇菜（别名：野豌豆、大巢菜、斑矛架、野苕子）、车前草（别名：车轮菜、牛舌菜、蛤蟆衣）、食用菊（别名：甘菊、臭菊）、玉米笋（别名：玉笋、多穗玉米、珍珠笋、番麦笋）。不包括嫩玉米、糯玉米、甜玉米（详见101010103）。
58,1010112130000000000,香菇等食用菌,食用菌,包括香菇（别名：香蕈、冬菇、花菇）、双孢蘑菇（别名：蘑菇、白蘑菇、双孢菇、洋菇、褐蘑菇、棕色蘑菇）、糙皮侧耳（别名：平菇、北风菌、青蘑、桐子菌）、草菇（别名：兰花菇、美味包脚菇、秆菇、麻菇、中国蘑菇）、金针菇（别名：毛柄金钱菇、冬菇、朴菇、朴菰）、黑木耳（别名：木耳、光木耳、云耳）、银耳（别名：白木耳、雪耳）、猴头菇（别名：猴头蘑、刺猬菌）、毛头鬼伞（别名：鸡腿蘑、鸡腿菇）、姬松茸（别名：巴西蘑菇、巴氏蘑菇）、茶薪菇（别名：杨树菇、柱状田头菇、柳环菌、茶树菇）、真姬菇（别名：玉蕈、斑玉蕈、蟹味菇、胶玉蘑、鸿喜菇、海鲜菇）、灰树花（别名：贝叶多孔菌、云蕈、栗蘑、舞茸、莲花菌、千佛菌）、滑菇（别名：珍珠菇、光帽鳞伞、滑子蘑）、刺芹侧耳（别名：雪茸、干贝菇、杏鲍菇）、白灵侧耳（别名：白灵菇）、阿魏侧耳（别名：阿魏菇）、盖襄侧耳（别名：台湾平菇、鲍鱼菇）、毛木耳、竹荪（别名：长裙竹荪、短裙竹荪、棘托竹荪）、肺形侧耳（别名：姬菇、秀珍菇、小平菇）、金顶侧耳（别名：榆黄蘑、玉皇菇）、大球盖菇、长根菇、大杯蕈（别名：猪肚菇）、洛巴伊口蘑（别名：金福菇）、北冬虫夏草（别名：蛹虫草）、牛肝菌、松茸、鸡枞。
59,1010112140000000000,绿豆芽等芽苗菜,蔬菜,包括绿豆芽（别名：绿豆芽幼芽）、黄豆芽（别名：黄豆幼芽）、黑豆芽（别名：黑豆幼芽）、青豆芽（别名：青豆幼芽）、红豆芽（别名：红豆幼芽）、蚕豆芽（别名：蚕豆幼芽）、红小豆苗（别名：红小豆幼芽）、豌豆苗（别名：豌豆幼芽）、花生芽（别名：花生幼芽）、苜蓿芽（别名：苜蓿幼芽或幼苗）、小扁豆芽（别名：小扁豆幼芽或幼苗）、萝卜芽（别名：萝卜芽幼苗）、菘蓝芽（别名：菘蓝幼芽或幼苗）、沙芥芽（别名：沙芥幼芽或幼苗）、芥菜芽（别名：芥菜幼芽或幼苗）、芥蓝芽（别名：芥蓝幼芽或幼苗）、白菜芽（别名：白菜幼芽或幼苗）、独行菜芽（别名：独行菜幼苗）、香椿苗（别名：香椿幼苗）、向日葵芽（别名：向日葵幼芽）、荞麦芽（别名：荞麦幼苗）、胡椒芽（别名：胡椒幼芽或幼苗）、紫苏芽（别名：紫苏幼芽或幼苗）、水芹芽（别名：水芹幼苗）、小麦苗（别名：小麦幼苗）、胡麻芽（别名：胡麻幼芽或幼苗）、蕹菜芽（别名：蕹菜幼苗）、芝麻芽（别名：芝麻幼芽或幼苗）、黄秋葵芽（别名：黄秋葵幼苗）、花椒脑（别名：花椒嫩芽）。
60,1010112150000000000,其他蔬菜,蔬菜,
61,1010113000000000000,花卉,花卉,包括盆栽花、鲜切花及花蕾、切叶、切枝、干燥花。
62,1010113010000000000,盆栽花,花卉,包括鳞茎、块茎、块根、球茎、根颈及根茎等花卉。
63,1010113020000000000,鲜切花及花蕾,花卉,包括康乃馨、满天星、勿忘我、玫瑰、情人草、紫罗兰、月季、香石竹、唐菖蒲、百合花、非洲菊、补血草、马蹄莲、火鹤、其他鲜切花及花蕾。
64,1010113030000000000,切叶,花卉,包括肾蕨、散尾葵、苏铁、富贵竹、龟背竹、其他切叶。
65,1010113040000000000,切枝,花卉,包括银芽柳、其他切枝。
66,1010113050000000000,干燥花,花卉,指经过干制处理的花卉。
67,1010114000000000000,盆景及园艺产品,园艺产品,包括园艺产品、盆栽观叶植物、草皮、草坪、其他园艺产品、其他盆景及园艺产品。
68,1010114010000000000,园艺产品,园艺产品,包括盆栽观叶植物、草皮、草坪、其他园艺产品。
69,1010114010100000000,盆栽观叶植物,园艺产品,包括龙血树（巴西木）、马拉巴栗（发财树）、喜林芋、绿萝、变叶木、袖珍椰子、盆栽散尾葵、绿巨人、花叶万年青（黛粉）、竹芋、白鹤芋、花叶芋、亮丝草、其他盆栽观叶植物。
70,1010114010200000000,草皮,园艺产品,
71,1010114010300000000,草坪,园艺产品,
72,1010114990000000000,其他盆景及园艺产品,园艺产品,
73,1010115000000000000,水果及坚果,水果及坚果,包括水果（园林水果）、干制水果、水果籽、食用坚果。
74,1010115010000000000,水果（园林水果）,水果,包括苹果、梨、柑橘类水果、葡萄、香蕉、菠萝、龙眼、荔枝、枇杷、红毛丹、芒果、橄榄、无花果、鳄梨、番石榴、山竹果、杨桃、莲雾、火龙果、西瓜、哈密瓜、华莱士瓜、香瓜、伊利沙白瓜、木瓜、樱桃、枣、红果、柿子、桃、李子、石榴、杏、杨梅、草莓、黑莓、桑椹、猕猴桃、沙棘、其他未列明水果。
75,1010115010100000000,苹果,水果,包括红富士苹果、国光苹果、秦冠苹果、香蕉苹果、金冠苹果、元帅苹果、新红星苹果、其他苹果。
76,1010115010200000000,梨,水果,包括雪花梨、鸭梨、酥梨、香梨、苹果梨、黄冠梨、绿宝石梨、冬果梨、贡梨、黄花梨、其他梨。
77,1010115010300000000,柑橘类水果,水果,包括柑、橘、橙、柚、柠檬等。
78,1010115010400000000,葡萄,水果,指鲜葡萄，包括巨峰葡萄、玫瑰香葡萄、白葡萄、龙眼葡萄、木纳格葡萄、红提葡萄、酿造葡萄、其他葡萄。
79,1010115010500000000,香蕉,水果,包括芭蕉。
80,1010115010600000000,菠萝,水果,
81,1010115010700000000,龙眼,水果,
82,1010115010800000000,荔枝,水果,
83,1010115010900000000,枇杷,水果,
84,1010115011000000000,红毛丹,水果,
85,1010115011100000000,芒果,水果,
86,1010115011200000000,橄榄,水果,
87,1010115011300000000,无花果,水果,
88,1010115011400000000,鳄梨,水果,
89,1010115011500000000,番石榴,水果,
90,1010115011600000000,山竹果,水果,
91,1010115011700000000,杨桃,水果,
92,1010115011800000000,莲雾,水果,
93,1010115011900000000,火龙果,水果,
94,1010115012000000000,西瓜,水果,
95,1010115012100000000,哈密瓜,水果,
96,1010115012200000000,华莱士瓜,水果,
97,1010115012300000000,香瓜,水果,
98,1010115012400000000,伊利沙白瓜,水果,
99,1010115012500000000,木瓜,水果,
100,1010115012600000000,樱桃,水果,
101,1010115012700000000,枣,水果,指鲜枣，包括小枣、冬枣、沙枣、青枣等。
102,1010115012800000000,红果,水果,
103,1010115012900000000,柿子,水果,
104,1010115013000000000,桃,水果,
105,1010115013100000000,李子,水果,
106,1010115013200000000,石榴,水果,
107,1010115013300000000,杏,水果,
108,1010115013400000000,杨梅,水果,
109,1010115013500000000,草莓,水果,
110,1010115013600000000,黑莓,水果,
111,1010115013700000000,桑椹,水果,
112,1010115013800000000,猕猴桃,水果,又名奇异果
113,1010115013900000000,沙棘,水果,
114,1010115019900000000,其他未列明水果,水果,包括罗甘莓、木莓等。
115,1010115020000000000,干制水果,干制水果,包括葡萄干、杏干、梅干及李干、苹果干、龙眼干（肉）、柿饼、干枣、椰子干、荔枝干、其他干制水果。
116,1010115030000000000,食用坚果,坚果,包括鲜或干的坚果。不包括炒制的坚果（详见103011107）、煮制的坚果（详见103011108）。
117,1010115030100000000,椰子,坚果,包括种用椰子、其他椰子。
118,1010115030200000000,腰果,坚果,
119,1010115030300000000,核桃,坚果,
120,1010115030400000000,山核桃,坚果,
121,1010115030500000000,栗子,坚果,包括板栗、锥栗、丹东栗、其他栗子。
122,1010115030600000000,松子,坚果,
123,1010115030700000000,榛子,坚果,
124,1010115030800000000,阿月浑子果（开心果）,坚果,
125,1010115030900000000,槟榔,坚果,
126,1010115031000000000,白果,坚果,
127,1010115031100000000,香榧,坚果,
128,1010115031200000000,巴旦杏,坚果,
129,1010115031300000000,夏威夷果,坚果,又名“澳洲坚果”、山龙眼科、澳洲坚果属、生长在热带地区
130,1010115039900000000,其他食用坚果,坚果,
131,1010116000000000000,茶及饮料原料,茶及饮料,
132,1010116010000000000,茶叶,茶及饮料,指茶农采集和经过初加工（如炒制、晾晒）的毛茶。如红毛茶、绿毛茶、乌龙毛茶、白毛茶、黑毛茶等。
133,1010116020000000000,饮料原料,茶及饮料,包括可可豆、咖啡豆。
134,1010116990000000000,其他未列明饮料原料,茶及饮料,
135,1010117000000000000,香料原料,香料原料,指未研磨香料原料，包括调味香料（如花椒、胡椒、八椒、桂皮、桂花、丁香、豆蔻、小茴香、咖喱、枯茗子、蒿子、杜松果等）、香味料（香子兰、香茅草、留兰香、番红花、姜黄、啤酒花、麝香草、月桂叶等）。不包括研磨过香料原料（详见103020604）。
136,1010118000000000000,中草药材,中草药材,指主要作香料、药料、杀虫、杀菌等用途的植物。包括甘草、人参、古柯叶、罂粟杆、当归、田七、党参、黄连、菊花、冬虫夏草、贝母、川芎、半夏、白芍、天麻、黄芪、大黄、籽黄、白术、地黄、槐米、杜仲、茯苓、枸杞、大海子、沉香、沙参、青蒿、鱼藤根、除虫菊、灵芝、五味子、刺五加、生地、麦冬、云木香、白芷、元胡、山茱萸、莲翘、辛荑、厚朴、黄芩、葛根、柴胡、麻黄、列当、肉苁蓉、锁阳、罗布麻等。
137,1010119000000000000,种子、种苗,种子种苗,包括种用谷物、种用薯类、种用油料、种用豆类、种用饲料作物、蔬菜籽、花草种、水果籽及其他种子、种苗
138,1010119010000000000,种用谷物,种子种苗,包括种用硬质小麦、种用甜玉米、种用软质小麦、种用皮大麦、种用糯玉米、种用糯高粱、种用裸大麦、种用黄玉米、种用红粒高粱、种用白玉米、种用白粒高粱、其他种用玉米、其他种用小麦、其他种用高粱、种用中籼稻、种用早籼稻、种用晚籼稻、种用糯稻、种用粳稻、其他种用稻谷。
139,1010119020000000000,种用薯类,种子种苗,包括种用马铃薯、种用甘薯。
140,1010119030000000000,种用油料,种子种苗,包括种用油棕果及油棕仁、种用棉籽、种用蓖麻籽、种用芥子、种用胡麻籽、种用红花籽、种用黄芝麻、种用黑芝麻、种用带壳花生、种用白芝麻、种用油葵、种用双低油菜籽、种用食葵、其他种用油菜籽。
141,1010119040000000000,种用豆类,种子种苗,包括种用杂豆、种用芸豆、种用鹰嘴豆、种用干豇豆、种用干蚕豆、种用饭豆、种用明绿豆、种用毛绿豆、种用麻豌豆、种用绿豌豆、种用白豌豆。
142,1010119050000000000,种用饲料作物,种子种苗,指饲料作物用种子。
143,1010119060000000000,蔬菜籽,种子种苗,
144,1010119070000000000,花草种,种子种苗,包括草种（苜蓿草种、箭舌豌豆草种、红豆草草种、草木犀草种、燕麦草种、多花黑麦草草种、披碱草草种、柠挑草种、沙打旺草种、锦鸡儿草种、老芒麦草种、羊柴草种、其他草种）、花卉种球（唐菖蒲种球、百合种球、郁金香种球、水仙种球、马蹄莲种球、大丽花种球、美人蕉种球、风信子种球、小苍兰种球、球根鸢尾种球、晚香玉种球、其他花卉种球）、花卉种子（一串红种子、矮牵牛种子、万寿菊种子、凤仙花种子、鸡冠花种子、三色堇种子、金鱼草种子、石竹种子、翠菊种子、四季秋海棠种子、其他花卉种子）、花卉种苗（香石竹种苗、菊花种苗、非洲菊种苗、月季种苗、火鹤种苗、兰花种苗、君子兰种苗、其他花卉种苗）。
145,1010119080000000000,水果籽,种子种苗,包括杏核、葡萄籽、其他水果籽。
146,1010119990000000000,其他种子、种苗,种子种苗,
147,1010200000000000000,林业产品,林业产品,
148,1010201000000000000,育种和育苗,林业产品,包括林木种子（针叶乔木树种种子、阔叶乔木树种种子、其他林木种子）、灌木藤木相关林木种子、针叶乔木苗类、阔叶乔木苗类、果树苗、竹苗、灌木树苗。
149,1010202000000000000,木材采伐产品,林业产品,
150,1010202010000000000,原木,林业产品,"指将砍伐倒的乔木去其枝芽,梢头或者皮的乔木、灌木,以及锯成一定长度的木段。"
151,1010202020000000000,小规格木材,林业产品,包括针叶木小规格木材、其他木小规格木材、木箍木、木劈条、木片及粗修整的木棒等。
152,1010202030000000000,薪材,林业产品,一般是作为燃料或木炭原料的材种。
153,1010202040000000000,短条及细枝等,林业产品,
154,1010202990000000000,其他木材采伐产品,林业产品,
155,1010203000000000000,竹材采伐产品,林业产品,
156,1010203010000000000,原竹,林业产品,"指将砍倒的竹去其枝,梢或者叶的竹类植物,以及锯成一定长度的竹段。"
157,1010203990000000000,其他竹材采伐产品,林业产品,
158,1010204000000000000,林产品,林业产品,
159,1010204010000000000,天然橡胶,林业产品,未加工的天然橡胶，包括天然橡胶乳、烟胶片、胶清片、白皱片、褐胶片、标准胶片、其他天然橡胶。
160,1010204020000000000,天然树脂、树胶,林业产品,主要来源于植物渗（泌）出物的无定形半固体或固体有机物。包括天然生漆、天然松脂、虫胶、桃胶、冷杉胶、其他天然树脂、树胶。
161,1010204030000000000,栲胶原料,林业产品,用于栲胶工业性生产的富含单宁的木质、皮层、叶子、荚壳等。包括落叶松树皮、杨梅树皮、油柑树皮、檞树皮、木麻黄树皮、黑荆树皮、橡碗、化香果、其他栲胶原料。
162,1010204040000000000,非直接食用果类,林业产品,包括油桐籽、油茶籽、沙棘果、油棕果、乌桕子、油橄榄、文冠果、山苍籽、黑椋子、其他非食用坚果。
