,code,hwlwmc,spfwfljc,desc
3020,1090118000000000000,气体压缩机,气体压缩机,包括制冷设备用压缩机（空调压缩机、冰箱压缩机、车用空调压缩机、其他制冷设备用压缩机）；非制冷设备用压缩机（容积式压缩机、回转式压缩机、速度式压缩机、其他非制冷设备用压缩机）；气体压缩机零件。
3021,1090119000000000000,阀门和龙头,阀门龙头,
3022,1090119010000000000,阀门,阀门龙头,包括普通阀门中的闸阀、截止阀、止回阀、蝶阀、球阀、安全阀、旋塞阀、隔膜阀、疏水阀、节流阀、减压阀、自动阻止气体倒流的阀门、高温高压截止阀、接头针形截止阀、内丝口针形截止阀、其他普通阀门、真空阀门中的蝶阀类、球阀类、挡板阀、翻板阀、电磁压差阀、充气阀类、微调阀类、隔膜阀类、角座阀类、管道阀类、其他真空阀门，不包括液压阀（详见109012001）。
3023,1090119020000000000,龙头,阀门龙头,包括水龙头（水嘴）、单柄单控水嘴、冷热水混合水嘴、散热器放水龙头、润滑油龙头、带有软管或伸缩套管的润滑油龙头、用以润滑轮船的轴、罐瓶机用龙头、其他龙头。
3024,1090119030000000000,阀门、龙头零件,阀门龙头,各类用于阀门和龙头的零配件。
3025,1090120000000000000,液压元件、系统及装置,液压元件,指使用受压的液体作为介质来进行能量转换、传递、控制和分配的元件、系统及装置。
3026,1090120010000000000,液压元件,液压元件,包括液压泵、齿轮式液压泵、叶片式液压泵、轴向柱塞泵、径向柱塞泵、螺杆式液压泵、液压马达、齿轮马达、叶片马达、柱塞马达、摆动马达、低速大扭矩马达、液压阀、方向阀、压力阀、流量阀、比例阀、伺服阀、多路阀、插装阀、叠加阀、液压缸、高压重型液压缸、车辆工程系列液压缸、拉杆式液压缸、回转液压缸、摆动液压缸。
3027,1090120020000000000,液压系统及装置,液压元件,指用液压技术实现的满足主机需要的动力传输或控制的系统，包括整体静液压传动装置、液压泵站、其他液压系统装置（包括机动船只用的喷水推进器（水力机））。
3028,1090120030000000000,液压辅件,液压元件,包括液压蓄能器、冷却器、吸油系列过滤器、磁性系列过滤器、压力管路过滤器、回油系列过滤器、双筒系列过滤器、液压管件、油箱辅件。
3029,1090120040000000000,液力机械及装置,液压元件,指将流体动能转换为机械能的装置，包括液力变矩器、向心涡轮定轴式、内分流双涡轮、向心涡轮三项、单向轴流式涡轮、单向向心涡轮、液力耦合器、调速型、限矩型、传动装置、液粘调速、调速机组、液粘离合器、其他液力机械及装置。
3030,1090121000000000000,气动元件、系统及装置,气动元件,指使用受压的空气作为介质来进行能量转换、传递、控制和分配的元件、系统及装置。
3031,1090121010000000000,气动元件,气动元件,指使用受压的空气作为介质来进行能量转换、传递、控制和分配的元件，包括气动执行元件、气缸、气马达、管道式气动阀、管道式气动调节阀、气动控制元件（气阀）、方向控制阀、压力控制阀、流量控制阀、气源处理元件、二、三联件、油雾器（气动元件）、过滤器（气动元件）、干燥器（气动元件）、消声器（气动元件）。
3032,1090121020000000000,气动系统及机械,气动元件,由气动动力源（包括气源处理元件）、气动控制元件、气动执行元件及所需的管道组成，完成工作机构的动作，包括气动系统和气动机械。
3033,1090121030000000000,气动电磁线圈、气动管件系列,气动元件,用以气阀的电磁铁线圈以及气动管路用管接头、管夹、塑料管等，包括气动电磁线圈、气动管接头及管路。
3034,1090121990000000000,其他气动装置,气动元件,
3035,1090122000000000000,真空应用设备,真空应用设备,
3036,1090122010000000000,真空镀膜设备,真空应用设备,包括真空卷绕镀膜机、光学镀膜机、太阳能镀膜设备、其他真空镀膜设备。
3037,1090122020000000000,真空浸渍设备,真空应用设备,包括其他真空浸渍设备、真空压力浸渍设备。
3038,1090122030000000000,真空干燥设备,真空应用设备,包括真空耙式干燥机、双锥真空回转干燥机、真空冷冻干燥机、真空热风干燥设备、倾斜式真空干燥机、圆筒式真空干燥器、回转真空干燥机、其他真空干燥设备。
3039,1090122040000000000,真空炉,真空应用设备,包括真空充氮退火炉、真空热处理炉、真空烧结炉、高温真空钎焊炉、真空熔炼炉、其他真空炉。
3040,1090122990000000000,其他真空应用设备,真空应用设备,
3041,1090123000000000000,轴承及其零件,轴承,
3042,1090123010000000000,滚动轴承,轴承,包括球轴承、深沟球轴承、调心球轴承、角接触球轴承、推力球轴承、滚子轴承、锥形滚子轴承、调心滚子轴承、滚针轴承、圆柱滚子轴承、带座外球面球轴承、组合轴承、直线运动轴承、关节轴承、转盘轴承、回转支承、其他滚动轴承。
3043,1090123020000000000,滑动轴承,轴承,包括未装配轴承座滑动轴承、已装配轴承座滑动轴承、其他滑动轴承。
3044,1090123030000000000,轴承零配件,轴承,包括钢球、滚珠、滚针、滚子、轴承保持器、轴承座、其他轴承零件（包括环（套圈）、定位圈、紧定套、固定座套等）。
3045,1090124000000000000,齿轮、传动轴和驱动部件,齿轮,
3046,1090124010000000000,齿轮传动轴,齿轮,包括齿轮传动轴、船舶用传动轴、曲柄及曲柄轴、活动关节轴、挠性轴、凸轮轴及偏心轴、副轴、其他齿轮传动轴。
3047,1090124020000000000,齿轮,齿轮,包括圆柱齿轮、锥齿轮、非圆齿轮、齿条、差动齿轮、其他齿轮、其他粉末冶金齿轮、其他塑料齿轮、其他未列明齿轮。
3048,1090124030000000000,齿轮传动装置（齿轮箱）,齿轮,指用于传递动力和转速，由齿轮传动件组成的传动装置，也称齿轮箱；主要包括齿轮减速机及变速箱。
3049,1090124040000000000,滚珠、滚子螺杆及传动装置,齿轮,包括滚珠、滚子螺杆及传动装置、滚子螺杆传动轴、滚珠螺杆传动装置、摩擦圆盘联轴节、摩擦锥体联轴节、其他滚珠、滚子螺杆及传动装置。
3050,1090124050000000000,飞轮及滑轮,齿轮,包括飞轮、滑轮、滑轮组。
3051,1090124060000000000,离合器,齿轮,包括摩擦离合器、犬牙式（爪形）离合器、自动离心离合器、压缩空气离合器、液压离合器、超越离合器、其他离合器，不包括液粘离合器（详见109012004）。
3052,1090124070000000000,联轴器,齿轮,包括套管联轴器、凸轮联轴器、挠性联轴器、液压联轴器、万向联轴器、其他联轴器。
3053,1090124080000000000,齿轮、传动和驱动部件零件,齿轮,指各类用于齿轮、传动和驱动部件零配件。
3054,1090125000000000000,密封垫及类似接合衬垫,密封垫,指用金属、非金属材料或金属片与其他材料复合制成的密封垫或类似接合衬垫，用于静连接部位的密封，由相对运动的并与旋转轴垂直的组成多组摩擦副，借机械力与介质压力产生密封作用的密封装置，其摩擦副可以是金属、石墨、陶瓷等各种材料，包括金属密封件、金属密封垫、多层金属片制密封垫、其他金属密封件、机械密封件、滑动密封环、弹簧密封环、其他机械密封件、其他密封垫及类似接合衬垫。
3055,1090126000000000000,窑炉、熔炉及电炉,窑炉电炉,
3056,1090126010000000000,炉用燃烧器,窑炉电炉,指供各种液体、气体、煤粉、混合燃料燃烧的炉用燃烧器，包括重油燃烧器（雾化燃烧器）、油燃烧器、气体燃烧器、天然气燃烧器、煤气燃烧器、其他气体燃烧器、煤粉燃烧器、油气混合燃烧器、其他炉用燃烧器。
3057,1090126020000000000,机械加煤机,窑炉电炉,包括给煤机、机械炉篦（机械筛）、机械吹灰器、自动出渣器、其他机械加煤机。
3058,1090126030000000000,工业电炉,窑炉电炉,包括工业或实验室用电炉及电烘箱等加热设备。
3059,1090126040000000000,非电热金属处理用炉,窑炉电炉,指燃气或煤的矿砂或金属热处理用炉。
3060,1090126050000000000,其他电炉,窑炉电炉,
3061,1090126060000000000,窑炉,窑炉电炉,包括辊道窑、电热辊道窑、非电热辊道窑、隧道窑、电热隧道窑、非电热隧道窑、梭式窑、电热梭式窑、非电热梭式窑、推板窑、电推板窑炉、非电推板窑、保护气氛窑炉、电热保护气氛窑、非电热保护气氛窑炉、氮化窑、电热氮化窑、非电热氮化窑、烧成窑炉、电子陶瓷烧成窑炉、纳米材料烧成窑、其他烧成窑炉、电热全辊道窑、电热全自控催化剂辊道窑、燃气、煤辊道窑、高温推板式隧道电窑等、稀土隧道窑、铁粉还原隧道窑、空心砖烧成隧道窑、西式瓦烧成隧道窑、微晶玻璃晶化隧道窑、卫生洁具装配式隧道窑、空心砖干燥隧道窑等、卫生瓷重烧梭式窑、卫生瓷本烧梭式窑、耐火材料梭式窑、高压电瓷梭式窑、微晶玻璃板材梭式窑、纳米材料梭式窑、日用、美术、化工色料梭式窑等、隧道电推板窑、磁性材料烧结隧道式推板电窑、化工粉末煅烧隧道推板电炉、煅烧稀土材料隧道推板电窑、氢氮保护钼棒加热推板电窑等、氮气保护推板窑炉、氮气保护推板电隧道窑、纯氧保护气氛推板窑、钴酸锂电池材料双孔推板窑、多温区多点补氧工艺隧道式推板窑、氢还原窑炉、全自控高温氮化窑。
3062,1090126070000000000,熔炉,窑炉电炉,指烘烤干燥炉。
3063,1090126080000000000,窑炉、熔炉及电炉用零件,窑炉电炉,包括炉用燃烧器、机械加煤机零件、工业电炉及电烘箱零件、非电热炉及烘箱零件。
3064,1090127000000000000,风机、风扇及类似设备,风机风扇,
3065,1090127010000000000,风机,风机风扇,包括纺织专用风机、防爆风机、离心式通风机、电站锅炉鼓引风机、锅炉用通风机（离心式）、通风换气用通风机（离心式）、工业炉用通风机（离心式）、矿井用风机（离心式）、煤粉用通风机（离心式）、高温风机（离心式）、空调风机（离心式）、消防风机（离心式）、烟草风机（离心式）、粮食风机（离心式）、船用风机（离心式）、排尘风机（离心式）、屋顶风机（离心式）、其他离心通风机、贯流通风机、轴流式通风机、锅炉用通风机（轴流式）、通风换气用通风机（轴流式）、工业炉用通风机（轴流式）、矿井用风机（轴流式）、煤粉用通风机（轴流式）、高温风机（轴流式）、空调风机（轴流式）、消防风机（轴流式）、烟草风机（轴流式）、粮食风机（轴流式）、船用风机（轴流式）、排尘风机（轴流式）、屋顶风机（轴流式）、纺织风机（轴流式）、其他轴流通风机、横流式通风机、混流式通风机、鼓风机、离心、轴流鼓风机、罗茨鼓风机、叶氏鼓风机、造气鼓风机、螺杆式鼓风机、其他鼓风机、其他风机。
3066,1090127020000000000,工业风扇,风机风扇,包括工业吊扇、工业换气扇、工业壁扇、工业用排气风扇、工业用排风扇（功率≤5W）、百叶排气风扇、机器和仪器（如计算机）等设备用排风扇、农牧风机（扇）、其他工业用排气风扇、其他工业风扇，不包括5W＜功率≤125W的家用和类似用途电风扇（详见109041601）。
3067,1090127030000000000,工业用通风罩、循环气罩,风机风扇,包括循环气罩、自由活塞式发生器、通风罩、循环气罩。
3068,1090127040000000000,风机、工业风扇用零件,风机风扇,指各类用于风机、工业风扇的零配件。
3069,1090128000000000000,气体分离及液化设备,通用设备,
3070,1090128010000000000,气体发生器,通用设备,包括发生炉煤气发生器、水煤气发生器、水解乙炔气体发生器、氧气发生器、氢气发生器、氮气发生器、空气发生器、乙烯发生器、其他气体发生器。
3071,1090128020000000000,制氮设备,通用设备,包括深冷法制氮设备、变压吸附制氮设备、膜分离制氮设备、其他制氮设备
3072,1090128030000000000,制氢设备,通用设备,包括水电解制氢设备、甲醇重整制氢设备、氨分解制氢设备、其他制氢设备。
3073,1090128040000000000,制氧设备,通用设备,指制氧机，包括深冷法制氧设备、变压吸附制氧设备、膜分离制氧设备、其他制氧设备。
3074,1090128050000000000,稀有气体提取设备,通用设备,指主要产品不是稀有气体的设备不列入此。
3075,1090128060000000000,气体纯化设备,通用设备,指适用于含氧量≤3%的氮气、氢气、一氧化碳、二氧化碳、甲烷和惰性气体纯化，包括氢气提纯装置、加氢脱氧纯化装置、其他气体纯化设备。
3076,1090128070000000000,气体液化设备,通用设备,包括天然气液化设备、氧液化设备、氮液化设备、氩液化设备、煤气液化设备、其他气体液化设备。
3077,1090128990000000000,其他气体分离及液化设备,通用设备,
3078,1090129000000000000,利用温度变化加工机械,通用设备,
3079,1090129010000000000,蒸馏或精馏设备,通用设备,包括制药用蒸馏水机、提净塔、粗馏塔、泡罩式粗馏塔、其他粗馏塔、精馏塔、斜孔板式精馏塔、釜式精镏塔、玻璃降膜再沸式精馏塔、高真空蒸馏塔、分子蒸馏设备、其他精馏塔、酒精回收设备、甲醇回收塔、酒精回收塔、多功能酒精回收器、废酒精回收系统、其他酒精回收设备、水洗塔、蒸馏锅、蒸馏釜、油酸蒸馏装置、挥发油提取器、填料式回收塔和列管式换热器、其他蒸馏或精馏设备。
3080,1090129020000000000,发酵、提取设备,通用设备,包括发酵设备、普通罐型发酵设备、伍式罐型发酵设备、自吸式罐型发酵设备、锥型发酵设备、其他发酵设备、提取罐、多功能提取罐、动态提取罐、其他提取罐、物料罐（主要用于生化发酵生产、如生产味精、柠檬酸、酶制剂、甘油、制药、食品等行业）、其他发酵、提取设备。
3081,1090129030000000000,浓缩设备,通用设备,包括污水处理用蒸发装置、蒸发器、真空蒸发器、薄膜蒸发器、氨蒸发器、旋转蒸发器、悬框式蒸发器、螺旋管蒸发器、其他蒸发器、浓缩机（罐）、真空减压浓缩罐、外循环浓缩锅、动态热回流提取浓缩机、真空浓缩器、其他浓缩机（罐）、结晶设备、套管结晶机、结晶釜、其他结晶设备、冻干设备、多功能真空冻干设备、其他冻干设备、外加热式真空蒸发器、离心式刮板薄膜蒸发器、刮膜式薄膜蒸发器、三效节能外循换环真空浓缩器、其他浓缩设备
3082,1090129040000000000,干燥、分散、混合设备及类似设备,通用设备,包括干燥设备、流化床干燥设备、喷雾干燥设备、气流干燥设备、桨叶式干燥设备、盘式干燥设备、耙式干燥设备、厢式和带式干燥设备、回转干燥设备、转鼓干燥设备、太阳能干燥、微波干燥设备、远红外干燥设备、造粒设备、煅烧设备、蒸汽回转干燥机、流态化煅烧机、组合干燥设备、管束式干燥机、旋转闪蒸干燥机、其他干燥设备、均质乳化设备、真空均质乳化成套设备、真空均质乳化锅、高剪切混合乳化机、其他均质乳化设备、分散、混合设备、GF系列分散机、调速分散机、高速分散机、臂式非对称双螺锥形混合机、ZKH-V型混合机、其他分散、混合设备。
3083,1090129050000000000,热交换装置,通用设备,包括浮头列管式换热器、石墨制浮头列管式换热器、其他浮头列管式换热器、重整换热器、加氢换热器、螺纹锁紧环式加氢换热器、其他加氢换热器、圆块孔式换热器、石墨制圆块孔式换热器、其他圆块孔式换热器、矩形块孔式换热器、石墨制矩形块孔式换热器、其他矩形块孔式换热器、螺旋板式换热器、淋洒式换热器、套筒式换热器、碟片式换热器、列管式再沸器、石墨制浮头列管式再沸器、其他列管式再沸器、其他热交换装置。
3084,1090129060000000000,加热设备,通用设备,包括蒸煮设备、蒸煮器、汽蒸设备、杀菌锅、碱熔锅、中和槽、固碱锅、洗液锅、水油相溶解锅、其他蒸煮设备、压热器、水解木材用压热器、硫化橡胶用压热器、其他压热器、退火炉、分汽缸、其他加热设备，不包括造纸用蒸煮设备（详见109022101）。
3085,1090129070000000000,冷却设备,通用设备,包括冰盐冷却装置、气体冷凝器、氮或其他气体的冷凝器、冷却塔、供粮食磨粉工业用的冷却塔、炼油、化工用高压空气冷却器、胶片冷却装置、注塑模具冷却机、其他冷却设备，不包括蒸汽冷凝器（详见109010101）。
3086,1090129990000000000,其他利用温度变化加工机械,通用设备,
3087,1090130000000000000,液体气体过滤、净化机械,通用设备,
3088,1090130010000000000,液体过滤、净化机械,通用设备,包括水过滤、净化机械及装置、反渗透装置、EDI装置、超滤设备、医用滤水器（超滤）、纳滤装置、精滤装置、机械过滤装置、软水器、离子交换器、中水回用装置（指洗车废水回用水处理设备）、其他水过滤、净化机械及装、压滤机、厢式压滤机、隔膜压榨式压滤机、板框式压滤机、带式压滤机、全自动压滤机、制药用水设备、其他压滤机、袋式过滤器、单式过滤器、双联过滤器、其他袋式过滤器、烛式过滤机、预涂式烛式过滤机、ZL烛式过滤机、倒立式烛式过滤机、ZTG烛式过滤机、烛式硅藻土过滤机、其他烛式过滤机、液体真空过滤器、转筒式真空过滤机、间歇式真空过滤机、高效真空净油机、其他液体真空过滤器、电渗析器、自动频繁倒极电渗析器、其他电渗析器、反渗透制水装置、PO反渗透净水设备系统、其他反渗透制水装置、其他液体过滤、净化机械，不包括家用型滤水器（详见1090417）、农产品加工专用压滤机（详见109018）。
3089,1090130020000000000,气体过滤、净化机械及装置,通用设备,包括机械法气体过滤器、滤袋式过滤器、网式过滤器、转鼓过滤器、纸质过滤器、纤维填充过滤器、滤烟器、机械或物理法气体过滤器及净化器、板框过滤机、叶滤机、其他过滤机、其他机械法气体过滤器、气体真空过滤机、圆盘真空过滤机、转台真空过滤机、带式真空过滤机、转鼓真空过滤机、外滤面转鼓真空过滤机、密闭式转鼓真空过滤机、其他转鼓真空过滤机、其他气体真空过滤机、气体净化器、再生式气体净化器、有害气体净化器、其他气体净化器、涤气器（用于净化发生炉煤气或煤气）、干湿涤气器、旋转涤气器、其他涤气器、吸收器（塔）、降膜吸收器、石墨降膜吸收器、石墨制浮头列管式吸收器、其他吸收器（塔）、其他气体过滤、净化机械及装置（物理式或静电式），不包括家用型气体过滤、净化器（详见1090417）、大气污染治理净化装置（详见1090250）。
3090,1090130030000000000,发动机燃油、进气过滤器,通用设备,包括滤油器（指供内燃发动机、机床等用的滤油器）、吸气过滤器、机动车净化装置、其他发动机燃油、进气过滤器。
3091,1090130040000000000,离心机,通用设备,包括脱水离心机、污泥脱水离心机、高速脱水离心机、其他脱水用离心机、固液分离机、螺旋卸料沉降离心机、三足式沉降离心机、管式分离机、碟式分离机、刮刀卸料沉降离心机、其他固液分离机、过滤离心机、三足式上卸料过滤离心机、立式锥篮离心机、上悬式离心机、卧式刮刀卸料离心机、卧式活塞推料离心机、螺旋卸料过滤离心机、螺旋卸料沉降-过滤离心机、旁滤式离心机、其他过滤离心机、离心干燥机、颗粒离心干燥机、热风离心干燥机、普通离心式喷雾干燥机、高速离心喷雾干燥机、离心真空干燥机、其他离心干燥机、医用离心机、冷冻超速离心机、冷冻高速离心机、高速离心机、低速离心机、其他医用离心机、密闭离心机、SB密闭离心机、SB直联式密闭离心机、人工卸料密闭离心机、其他密闭离心机、供实验室用的离心机、其他离心机，不包括奶油分离器（详见1090215）、干衣机（详见1090253）和家用清洁卫生电器具（详见1090418）。
3092,1090130050000000000,离心、过滤、净化机设备及其零件,通用设备,包括分离、过滤、净化机械零件、离心机零件、离心干燥机零件。
3093,1090131000000000000,工商用制冷、空调设备,制冷空调设备,
3094,1090131010000000000,工商用制冷设备,制冷空调设备,包括工商用制冰机（最大产冰量为310kg/24h）、速冻机（制造冰的制冷设备）、冷饮机（降温速率很快的冻结、以便在被冻结的食品或其他物品中产生预期结晶结构的设备）、雪泥机、工商用冰淇淋机、软冰淇淋机、硬冰淇淋机、冰淇淋原料杀菌机炒冰机、单锅炒冰机、双锅炒冰机、食品真空冷冻干燥机（由使食品干燥的真空容器及加热系统、制冷系统、真空系统和电气空气系统等组成的成套设备）、谷物冷却机（一种用于粮食低温处藏、向粮仓提供一定温度、湿度空气的设备；主要包括制冷系统以及送风和净化装置、还可以包括调湿和风量调节装置）、组合式冷库、气调库、其他工商用制冷设备，不包括家用型制冰机（详见190414）、家用型冰淇淋机（详见190414）。
3095,1090131020000000000,工商用冷藏、冷冻柜,制冷空调设备,指工业用、医用及商用等非家用冷藏、冷冻柜，包括工商用冷藏、冷冻柜、冷冻冷藏陈列展示柜（带制冷机组的能展示内放冷藏商品的货柜）、冷冻陈列展示柜、冷藏陈列展示柜、食品冷冻冷藏箱（柜）（比家用冰箱容量大的隔热体、如厨房冰箱、商用冷藏柜等）、医用及科研用冷冻冷藏箱（柜）、工作台冰箱、其他工商用冷藏、冷冻柜，不包括家用和类似用途的冷藏冷冻箱、冷藏箱、冷冻箱、冷藏冷冻箱展示柜（详见190414）。
3096,1090131030000000000,中央空调冷水/热泵机组,制冷空调设备,指通过四通换向阀实现蒸发器与冷凝器的功能切换，达到使载冷剂（一般为水）被冷却（加热）的制冷机组；该机组一般被用作公共建筑中中央空调的主机。包括活塞式冷水（热泵）机组、涡旋式冷水（热泵）机组、螺杆式冷水（热泵）机组、离心式冷水（热泵）机组、溴化锂式冷水机组（以水为制冷剂、溴化锂水溶液为吸收剂、按吸收式制冷循环工作的冷水机组）、水源热泵机组（一种采用循环流动于共用管路中的水、从水井、湖泊或河流中抽取的水或在地下盘管中循环流动的水为冷（热）源、制取冷（热）风或冷（热）水的设备；包括一个使用侧换热设备、压缩机、热源侧换热设备、具有单制冷或制冷和制热功能；水源热泵机组按使用侧换热设备的形式分为冷热风型水源热泵机组（即水－空气型水源热泵机组）和冷热水型水源热泵机组（水－水型水源热泵机组））。
3097,1090131040000000000,工商用空调设备,制冷空调设备,包括房间空调器、制冷量＞14000W、窗式空调器、制冷量＞14000W、壁挂式空调器、制冷量＞14000W、其他房间空调器、制冷量＞14000W、单元式空调机组、屋顶式空调（热泵）机组、多联式空调（热泵）机组、风管送风式空调（热泵）机组、专用空调机组（工艺性）、机房空调机、洁净空调、医用空调、恒湿机、防爆空调、车用空调设备、轿车用空调、中/大巴用空调、工程车用空调、加湿设备、除湿设备、其他工商用空调设备，不包括制冷量≤14000W的家用和类似用途空调设备、家用房间空气调节器、家用加湿器、家用除湿器（详见1090415）。
3098,1090131050000000000,工商用制冷、空调设备零部件,制冷空调设备,指各类用于工商用制冷、空调设备零部件。
3099,1090132000000000000,风动和电动工具,风动电动工具,
3100,1090132010000000000,风动手提工具,风动电动工具,指手提式风动或液压工具，包括装有气动机（或气动活塞）、内燃机或其他非电动的动力机（例如、小型液力涡轮机）的工具、包括风动钻机、风镐（气镐）、风铲、手提式气动锯、手提式链锯、液压混凝土振动器、风动攻丝机、风动铰孔机、气动冲击扳手/液压扳手、风动镗孔机、风砂轮、风动锤、錾平锤、敲锈锤、堵缝锤、铆钉锤等、风动锉机、气动锉刀、风动研磨机、风板机、气动螺刀、机动螺丝刀、螺帽拧入或拧出器、气动剪刀、气动式手提夹钳工具、气动手提打包机、气动式油脂枪、手提式气动羊毛取样钻、其他手提式风动工具。
3101,1090132020000000000,电动手提式工具,风动电动工具,指手提式电动液压开孔器，包括电钻（手提式）、冲击钻、手电钻、其他电钻、电锯、电动链锯、其他电锯、手提式电刨（包括电动刨削、修整、磨平器具及类似工具）、电动锤、电动琢锤、铲锤、捻缝锤、铆钉锤、电动锉削机、电动雕刻工具、电动射钉枪、电动铆钉枪、电动锉具、电动手提磨床、电动手提砂光机、电动手提抛光器、电剪刀、电动刷具、电动钢丝刷机、其他电动手提式工具。
3102,1090132030000000000,风动和电动工具零件,风动电动工具,包括手提式链锯零件、风动手提式工具零件、电动手提式链锯用零件、其他风动和电动工具零件。
3103,1090133000000000000,喷枪及类似器具,喷枪,指用于喷射油漆或涂料、清漆、油、塑料、水泥、金属粉、纺织纤维粉末等，也可喷射出强大的压缩空气流或蒸汽流，用以在建筑、雕塑等工作中清洗石料的器具。
3104,1090133010000000000,喷枪,喷枪,包括金属线材喷涂枪、自动喷枪、自动无气喷枪、空气自动喷枪、空气辅助无气自动喷枪、手动喷枪、手动无气喷枪、离子风喷枪（适用于电子、胶片）、精细空气喷枪、光触媒喷枪、光触媒喷涂专用喷枪、其他喷枪。
3105,1090133020000000000,喷涂机,喷枪,包括喷漆设备、高能喷涂枪、推式喷涂枪、拉式喷涂枪、静电喷涂机、手动静电喷涂机、自动静电喷涂机、手动静电双系统喷涂机、手动静电漆枪、实验喷涂机、高压无气喷涂机（建筑装饰用）、二液无气喷涂机、管道内壁喷涂器、旋蝶喷漆设备、其他喷涂机。
3106,1090133030000000000,喷射机械,喷枪,包括喷砂机、液体喷砂机、干式喷砂机、循环回收式喷砂机（指集喷砂、回收、循环、分离、除尘于一体、无污染及砂料四处飞扬现象、是新一代的环保型喷砂设备）、普压式手动喷砂机、其他喷砂机、喷汽机（用以除去金属机件上的油漆等）、灰浆机、喷砂房、其他喷射机械。
3107,1090133040000000000,喷水器、喷雾器,喷枪,包括家用喷雾器、喷壶及类似喷射器具、船用洗舱机、水枪（指可喷射强大的水柱、用以从山坡等处冲落矿物（例如、金矿砂）的器具）、冲洗机械装置（包括汽车挡风玻璃及车头灯的冲洗机械装置）、其他喷水器、喷雾器，不包括农用喷射机械及器具（详见109023708）。
3108,1090133050000000000,喷枪及类似器具零件,喷枪,包括家用液体或粉末喷射机械零件、其他喷枪及类似器具零件。
3109,1090134000000000000,包装专用设备,包装设备,
3110,1090134010000000000,包装容器洗涤及干燥机械,包装设备,包括药品包装容器的清洁、洗涤、冲洗机械、清洁、洗涤、冲洗机械、安瓿擦瓶机、包装容器专用干燥机械、灭菌检漏设备、其他包装容器洗涤及干燥机械。
3111,1090134020000000000,灌装、装填容器用机械,包装设备,指桶、琵琶桶、罐、瓶、坛、管、安瓿、箱、包、袋等容器的装填机器，常配有辅助性的自动计量或计重控制装置，以及对容器进行封口的设备，包括饮料及液体食品灌装设备、手提式液体食品灌装机、电动手提式的饮料及液体食品罐装设备、非手提式液体食品灌装机械、饮料真空包装机、饮料收缩包装机、饮料充气机、其他饮料及液体食品灌装设备、水泥灌装机、全自动水泥灌包机、其他水泥灌装机、固体产品灌装机（包括固体食品及其他产品灌装机、包装机）、包装机、固体产品真空包装机、裹包机、充填机、贴体包装机、吸塑包装机、塑料袋封口机、泡罩包装机、热成型包装机、物料整理排列机、移动式定量包装车、其他固体产品灌装机、包装机、其他灌装、装填容器用机械。
3112,1090134030000000000,容器装封、贴标签及包封机,包装设备,指本类机械可配有定型、印刷、捆扎、装订、包边、胶贴、封口装置或对包装进行最后整理的装置包括把已装填好的罐头、瓶子等装入外包装（板条箱、箱子等）的机械，包括装箱机、装盒机、纸箱封口机、其他纸板箱装箱包装机、瓶、坛封口、加塞或压盖机械、封罐机、焊接封口机、封盖机、压盖机、旋盖机、振荡落盖装置、掀盖装置、其他瓶、坛封口、加塞或压盖机械、贴标签机械、贴标机、安瓿色标机、喷码机、标签压印器、其他贴标签机械、打包机及捆扎机、扎口机、捆扎机、便携式打包器械（指手工操作的便携式打包器械）、热缩包装机、其他打包机及捆扎机、其他容器装封、贴标签及包封机。
3113,1090134040000000000,包装专用设备零件,包装设备,包括饮料及液体食品灌装设备零件、其他包装专用设备零件。
3114,1090135000000000000,衡器（秤）,衡器,指由秤体（承载器）、传力机构、显示器三部分组成的整体衡器（缺任一部分都只能统计为衡器部件）。
3115,1090135010000000000,工业用衡器,衡器,包括地上衡、地上平台秤、地上汽车衡、地上钢材秤、地上轴重秤、地上轮重秤、地上牲畜秤、地上飞机秤、其他地上衡、地中衡、地中平台秤、地中汽车衡、地中钢材秤、地中轴重秤、地中轮重秤、地中牲畜秤、地中飞机秤、其他地中衡、轨道衡、标准轨道衡、自动轨道衡、静态轨道衡、轻轨衡（矿车衡）、煤塔秤、其他轨道衡、料斗秤、粮食秤、液体秤、容器秤、配料秤、秤量车、灌装秤、定量秤、包装秤、其他料斗秤、吊秤、有线式吊秤、无线式吊秤、无线直示式吊秤、无线传输式吊秤、其他吊秤、皮带秤、单托辊皮带秤、多托辊皮带秤、悬浮式皮带秤、悬臂式皮带秤、滚轮式皮带秤、核子皮带秤、其他皮带秤、分类秤、重量检验秤、重量分选秤、重量标签秤、其他分类秤、特种秤、叉车秤、容重秤、宝石秤、病床秤、其他特种秤、其他工业用衡器。
3116,1090135020000000000,商业用衡器,衡器,包括商业用案秤、计价案秤、计重案秤、计数案秤、包裹案秤、信函案秤、运费案秤、度盘案秤、百分案秤、其他商业用案秤、商业用台秤、计价台秤、计重台秤、计数台秤、包裹台秤、度盘台秤、百分台秤、其他商业用台秤。
3117,1090135030000000000,称重系统,衡器,包括机械式台秤和电子式台秤。
3118,1090135040000000000,家用秤,衡器,包括人体秤、婴儿秤、配餐秤、浴室秤、家用便携秤（指家用或类似用途的便于携带的秤（又称口袋秤、手掌秤、袖珍秤等））、其他家用秤、其他衡器（秤）。
3119,1090135050000000000,衡器零配件,衡器,包括衡器用砝码、秤砣、称重显示控制器、称重传感器、应变计、其他衡器零配件。
3120,1090135990000000000,其他衡器（秤）,衡器,
